,nrOfConversations,longestConversation,longestConversationInDays,averageConversationLength,averageConversationLengthInDays,medianConversationLength,medianConversationLengthInDays,nrOfOneMessageConversations,percentOfOneMessageConversations,nrOfGhostingsAfterInitialMessage,ageFilterMin,ageFilterMax,appOpens,matches,messagesReceived,messagesSent,swipeLikes,swipePasses,birthYear,createYear,F,M,bisexual,gay,straight,swipeRatio,successRate,accountAge,averagenrofConversations_annual,averagenrofOneMessageConversations_annual,averageMatches_annual,totalSwipes,averageSwipes_annual,averageappOpens_annual,messagesRatio,averagenrOfGhostingsAfterInitialMessage_annual,ghostingPercentage,ageFilterRange,swipesPerappOpen
234,223,23,149.56684027777777,4.130044843049327,3.118151314150473,2,0.05872685185185185,69,30.94170403587444,14,18,1000,5346,426,1034,920,19142,44601,1990,2019,0,1,0,0,1,0.42918320217035494,0.022254727823633896,3,74.33333333333333,23.0,142.0,63743,21247.666666666668,1782.0,1.123913043478261,4.666666666666667,0.06278026905829596,982,11.923494201271978
235,480,198,348.9679282407407,11.652083333333334,4.319212649498453,4,0.039467592592592596,123,25.624999999999996,36,33,46,5785,774,6691,5610,1678,8730,1982,2017,1,0,0,0,1,0.19221076746849944,0.4612634088200238,5,96.0,24.6,154.8,10408,2081.6,1157.0,1.1926916221033868,7.2,0.075,13,1.7991356957649092
236,1068,420,342.2798148148148,9.124531835205993,7.789123296400334,3,0.014965277777777777,385,36.048689138576776,21,26,40,12849,2996,10780,9745,7553,24651,1994,2019,1,0,0,0,1,0.3063973063973064,0.39666357738646896,3,356.0,128.33333333333334,998.6666666666666,32204,10734.666666666666,4283.0,1.1062083119548487,7.0,0.019662921348314606,14,2.5063429060627285
237,282,77,359.4125,5.98936170212766,5.159232786643025,2,0.021388888888888888,91,32.269503546099294,15,30,36,2019,771,2132,1689,1943,10831,1987,2017,1,0,0,0,1,0.17939248453513065,0.3968090581574884,5,56.4,18.2,154.2,12774,2554.8,403.8,1.2622853759621078,3.0,0.05319148936170213,6,6.326894502228826
238,386,106,136.9395949074074,5.909326424870466,2.89482947730762,2,0.001099537037037037,102,26.42487046632124,78,25,37,3677,1367,2759,2281,3091,26783,1990,2019,1,0,0,0,1,0.11540902811484897,0.4422516984794565,3,128.66666666666666,34.0,455.6666666666667,29874,9958.0,1225.6666666666667,1.2095572117492328,26.0,0.20207253886010362,12,8.124558063638837
239,710,37,334.2834490740741,3.4098591549295776,3.8790915492957763,2,0.0003125,249,35.070422535211264,97,22,25,5445,1706,3306,2420,3564,21889,1997,2018,1,0,1,0,0,0.1628215085202613,0.478675645342312,4,177.5,62.25,426.5,25453,6363.25,1361.25,1.366115702479339,24.25,0.13661971830985917,3,4.674563820018365
240,586,2018,787.1253819444445,29.72013651877133,9.569386198805459,4,0.020069444444444445,108,18.43003412969283,3,18,30,6506,960,14264,17453,36659,15618,1998,2018,0,1,0,0,1,2.34722755794596,0.026187293706865983,4,146.5,27.0,240.0,52277,13069.25,1626.5,0.8172806967283561,0.75,0.005119453924914676,12,8.035198278512143
241,52,125,101.0647800925926,11.346153846153847,5.434495192307693,3,0.030219907407407407,19,36.53846153846153,2,18,35,3136,338,615,603,17361,2126,1993,2020,0,1,0,0,1,8.166039510818438,0.019468924601117446,2,26.0,9.5,169.0,19487,9743.5,1568.0,1.0199004975124377,1.0,0.038461538461538464,17,6.213966836734694
244,2,3,3.1798148148148146,3.0,2.2477199074074075,3,3.1798148148148146,0,0.0,0,20,32,419,2,1,6,1246,6369,1988,2020,0,1,0,0,1,0.195635107552206,0.0016051364365971107,2,1.0,0.0,1.0,7615,3807.5,209.5,0.16666666666666666,0.0,0.0,12,18.17422434367542
245,16,10,8.245081018518519,3.5,1.1425614872685184,3,0.011817129629629629,5,31.25,2,18,23,765,83,64,56,1831,11107,2000,2019,0,1,0,0,1,0.1648509948681012,0.04533042053522665,3,5.333333333333333,1.6666666666666667,27.666666666666668,12938,4312.666666666667,255.0,1.1428571428571428,0.6666666666666666,0.125,5,16.912418300653595
247,35,121,7.349340277777777,7.314285714285714,0.2728518518518519,1,0.0,22,62.857142857142854,2,24,33,746,248,186,256,1444,26913,1991,2016,1,0,1,0,0,0.05365436777765392,0.17174515235457063,6,5.833333333333333,3.6666666666666665,41.333333333333336,28357,4726.166666666667,124.33333333333333,0.7265625,0.3333333333333333,0.05714285714285714,9,38.01206434316354
248,130,378,101.22898148148148,15.86923076923077,2.8090689102564106,2,0.005046296296296296,36,27.692307692307693,15,21,26,13561,626,1657,2066,54683,37236,1992,2020,0,1,0,0,1,1.4685519389837791,0.011447799133185816,2,65.0,18.0,313.0,91919,45959.5,6780.5,0.8020329138431752,7.5,0.11538461538461539,5,6.778187449303148
249,37,28,22.6425,5.081081081081081,1.4279685935935933,1,0.0,18,48.64864864864865,1,20,26,7168,63,124,188,8164,17532,1996,2017,0,1,0,0,1,0.4656627880447182,0.007716805487506124,5,7.4,3.6,12.6,25696,5139.2,1433.6,0.6595744680851063,0.2,0.02702702702702703,6,3.5848214285714284
250,604,105,244.77568287037036,2.8758278145695364,2.193995010117731,1,0.0,186,30.79470198675497,165,24,30,7630,1280,2680,1742,3798,96525,1995,2019,1,0,1,0,0,0.039347319347319346,0.33701948393891523,3,201.33333333333334,62.0,426.6666666666667,100323,33441.0,2543.3333333333335,1.5384615384615385,55.0,0.2731788079470199,6,13.148492791612057
251,586,116,276.3461921296296,3.52901023890785,1.1535879827139428,0,0.0,51,8.70307167235495,376,20,28,9512,1539,2930,2068,3838,155994,2000,2019,1,0,1,0,0,0.02460351039142531,0.400990099009901,3,195.33333333333334,17.0,513.0,159832,53277.333333333336,3170.6666666666665,1.4168278529980658,125.33333333333333,0.6416382252559727,8,16.803195962994113
252,14,102,9.862465277777778,11.714285714285714,1.532065145502646,5,0.741712962962963,3,21.428571428571427,0,18,1000,297,17,161,176,164,17,1995,2020,0,1,0,0,1,9.647058823529411,0.10365853658536585,2,7.0,1.5,8.5,181,90.5,148.5,0.9147727272727273,0.0,0.0,982,0.6094276094276094
253,5,4,2.0338773148148146,2.0,0.5927083333333333,1,0.0,3,60.0,0,18,22,1432,28,12,10,4128,4375,2000,2020,0,1,0,0,1,0.9435428571428571,0.006782945736434108,2,2.5,1.5,14.0,8503,4251.5,716.0,1.2,0.0,0.0,4,5.937849162011173
254,1515,75,783.9300925925926,3.434323432343234,13.80430162113434,2,0.0001273148148148148,704,46.46864686468647,29,18,40,16969,2283,4148,5215,68705,47492,1997,2018,0,1,0,0,1,1.4466647014233975,0.033229022632996146,4,378.75,176.0,570.75,116197,29049.25,4242.25,0.7953978906999041,7.25,0.01914191419141914,22,6.847604455182981
255,292,91,175.90886574074074,4.25,1.586285435692541,1,0.0,68,23.28767123287671,83,21,29,2621,545,1330,1242,892,17743,1997,2020,1,0,0,0,1,0.0502733472355295,0.6109865470852018,2,146.0,34.0,272.5,18635,9317.5,1310.5,1.07085346215781,41.5,0.2842465753424658,8,7.109881724532621
256,125,224,6.924594907407408,6.648,0.40518212962962963,1,0.0,28,22.400000000000002,36,18,25,3868,291,1112,834,739,29144,2000,2018,1,0,1,0,0,0.025356848751029372,0.39377537212449254,4,31.25,7.0,72.75,29883,7470.75,967.0,1.3333333333333333,9.0,0.288,7,7.725698035160289
257,54,237,21.817291666666666,11.851851851851851,1.2422485853909464,3,0.0020486111111111113,12,22.22222222222222,6,18,1000,2118,182,486,640,15061,6421,2000,2020,0,1,0,0,1,2.3455847998754087,0.012084190956775778,2,27.0,6.0,91.0,21482,10741.0,1059.0,0.759375,3.0,0.1111111111111111,982,10.142587346553352
258,10,11,0.21780092592592593,1.4,0.036966435185185186,0,0.0,0,0.0,8,18,30,172,23,25,14,50,919,1996,2020,0,1,0,1,0,0.0544069640914037,0.46,2,5.0,0.0,11.5,969,484.5,86.0,1.7857142857142858,4.0,0.8,12,5.633720930232558
259,16,131,5.2413541666666665,24.75,0.9643041087962962,14,0.48074074074074075,0,0.0,0,19,30,922,53,323,396,1663,3220,1995,2020,0,1,0,0,1,0.5164596273291926,0.03187011425135298,2,8.0,0.0,26.5,4883,2441.5,461.0,0.8156565656565656,0.0,0.0,11,5.2960954446854664
260,34,9,10.400300925925926,1.8235294117647058,0.7890468409586057,2,0.0,6,17.647058823529413,11,28,37,1509,149,111,65,719,18691,1987,2020,1,0,0,0,1,0.03846771173291959,0.20723226703755215,2,17.0,3.0,74.5,19410,9705.0,754.5,1.7076923076923076,5.5,0.3235294117647059,9,12.862823061630218
261,216,138,72.51890046296296,3.763888888888889,1.3972774134087789,1,0.0,81,37.5,38,18,28,5631,489,719,812,18039,16410,1994,2020,0,1,0,0,1,1.0992687385740403,0.027107932812240148,2,108.0,40.5,244.5,34449,17224.5,2815.5,0.8854679802955665,19.0,0.17592592592592593,10,6.1177410761854025
262,74,99,42.65865740740741,5.945945945945946,2.3834027777777775,3,0.7547569444444444,20,27.027027027027028,2,18,21,3711,237,469,440,5543,5043,2000,2019,0,1,0,0,1,1.099147332936744,0.042756629983763304,3,24.666666666666668,6.666666666666667,79.0,10586,3528.6666666666665,1237.0,1.065909090909091,0.6666666666666666,0.02702702702702703,3,2.8526003772568043
263,40,202,9.673553240740741,22.6,1.0334901620370371,9,0.08653935185185185,3,7.5,8,28,40,876,103,794,905,239,18346,1991,2020,1,0,0,0,1,0.013027362912896544,0.4309623430962343,2,20.0,1.5,51.5,18585,9292.5,438.0,0.8773480662983425,4.0,0.2,12,21.215753424657535
264,23,103,17.243796296296296,16.26086956521739,1.475708031400966,7,0.34565972222222224,3,13.043478260869565,2,18,22,1266,97,409,376,1395,33020,2001,2020,0,1,0,0,1,0.04224712295578437,0.06953405017921147,2,11.5,1.5,48.5,34415,17207.5,633.0,1.0877659574468086,1.0,0.08695652173913043,4,27.184044233807267
265,174,164,33.6087962962963,10.14367816091954,0.6979217220093652,3,0.0011805555555555556,24,13.793103448275861,41,21,30,1326,429,1388,1765,1254,32575,1997,2020,1,0,1,0,0,0.03849577897160399,0.34210526315789475,2,87.0,12.0,214.5,33829,16914.5,663.0,0.7864022662889518,20.5,0.23563218390804597,9,25.51206636500754
266,289,141,234.79471064814814,10.816608996539792,5.777839252531078,3,0.23068287037037036,65,22.491349480968857,24,18,27,4459,1284,2642,3128,10861,11460,1999,2019,0,1,0,0,1,0.9477312390924957,0.1182211582727189,3,96.33333333333333,21.666666666666668,428.0,22321,7440.333333333333,1486.3333333333333,0.8446291560102301,8.0,0.08304498269896193,9,5.005830903790088
267,117,87,38.892662037037034,5.3418803418803416,2.893089585311808,2,0.010185185185185186,39,33.33333333333333,17,21,27,2819,764,713,625,52515,24615,1991,2017,0,1,0,0,1,2.13345521023766,0.01454822431686185,5,23.4,7.8,152.8,77130,15426.0,563.8,1.1408,3.4,0.1452991452991453,6,27.360766229159275
268,326,96,170.87925925925927,9.184049079754601,5.439569877584639,3,0.5440856481481482,93,28.52760736196319,5,18,1000,4759,419,2793,2998,12479,3879,1991,2019,0,1,0,0,1,3.217066254189224,0.03357640836605497,3,108.66666666666667,31.0,139.66666666666666,16358,5452.666666666667,1586.3333333333333,0.9316210807204803,1.6666666666666667,0.015337423312883436,982,3.4372767388106746
269,241,283,1753.6952777777778,17.3402489626556,24.18150194021823,5,0.11903935185185185,45,18.672199170124482,5,18,40,2818,418,2823,4072,17461,6934,1998,2013,0,1,0,0,1,2.5181713296798383,0.023939064200217627,9,26.77777777777778,5.0,46.44444444444444,24395,2710.5555555555557,313.1111111111111,0.6932711198428291,0.5555555555555556,0.02074688796680498,22,8.656848828956706
270,121,185,928.9607291666666,8.809917355371901,11.756319635751456,1,0.0,21,17.355371900826448,43,25,36,2519,355,1387,1066,645,8229,1995,2017,1,0,1,0,0,0.07838133430550492,0.5503875968992248,5,24.2,4.2,71.0,8874,1774.8,503.8,1.301125703564728,8.6,0.35537190082644626,11,3.522826518459706
271,263,60,80.99834490740741,2.961977186311787,1.1701498468525564,1,0.0,63,23.954372623574145,118,27,34,3542,1014,1284,780,2887,36252,1992,2018,1,0,0,0,1,0.07963698554562507,0.35122965015587115,4,65.75,15.75,253.5,39139,9784.75,885.5,1.646153846153846,29.5,0.44866920152091255,7,11.049971767363072
272,11,140,8.558946759259259,18.09090909090909,1.5251978114478115,3,0.5449305555555556,2,18.181818181818183,0,20,50,320,12,265,199,1204,7552,1974,2019,0,1,0,0,1,0.1594279661016949,0.009966777408637873,3,3.6666666666666665,0.6666666666666666,4.0,8756,2918.6666666666665,106.66666666666667,1.3316582914572865,0.0,0.0,30,27.3625
273,4,44,1.0673842592592593,14.25,0.28467013888888887,7,0.06359953703703704,0,0.0,0,18,29,313,12,71,59,108,2243,2001,2020,0,1,0,0,1,0.04814979937583593,0.1111111111111111,2,2.0,0.0,6.0,2351,1175.5,156.5,1.2033898305084745,0.0,0.0,11,7.5111821086261985
274,662,31,212.4000462962963,3.336858006042296,1.3149583543135295,2,0.009537037037037037,239,36.102719033232624,38,18,22,10753,1673,2465,2220,16877,47566,2001,2020,0,1,0,0,1,0.35481226085859646,0.0991289921194525,2,331.0,119.5,836.5,64443,32221.5,5376.5,1.1103603603603605,19.0,0.05740181268882175,4,5.993025202269134
275,2743,404,94.41210648148149,4.678454247174626,1.1719058402870586,2,0.00010416666666666667,1257,45.82573824279985,82,18,1000,2424,3801,10040,12922,78469,9204,1994,2019,0,1,0,0,1,8.525532377227293,0.048439511144528415,3,914.3333333333334,419.0,1267.0,87673,29224.333333333332,808.0,0.7769695093638755,27.333333333333332,0.02989427633977397,982,36.16872937293729
276,142,24,276.57974537037035,2.056338028169014,4.777020083463743,1,0.0,57,40.140845070422536,37,18,22,3541,1344,439,292,12409,8860,1999,2018,0,1,0,0,1,1.4005643340857787,0.10830848577645258,4,35.5,14.25,336.0,21269,5317.25,885.25,1.5034246575342465,9.25,0.2605633802816901,4,6.006495340299351
277,174,26,423.09608796296294,1.528735632183908,6.603419673265219,1,0.0,98,56.32183908045977,36,18,39,2223,517,286,240,74592,18464,1987,2014,0,1,0,0,1,4.0398613518197575,0.0069310381810381815,8,21.75,12.25,64.625,93056,11632.0,277.875,1.1916666666666667,4.5,0.20689655172413793,21,41.860548807917226
278,3,4,0.04675925925925926,2.0,0.015590277777777778,2,1.1574074074074073e-05,0,0.0,1,18,29,1511,10,4,6,3335,7828,1990,2018,0,1,0,0,1,0.4260347470618293,0.0029985007496251873,4,0.75,0.0,2.5,11163,2790.75,377.75,0.6666666666666666,0.25,0.3333333333333333,11,7.3878226340172075
279,37,41,147.8260300925926,5.405405405405405,11.522794982482486,2,0.07913194444444445,9,24.324324324324326,2,26,32,1727,84,258,200,10517,23576,1987,2019,0,1,0,0,1,0.44608924329826943,0.007987068555671769,3,12.333333333333334,3.0,28.0,34093,11364.333333333334,575.6666666666666,1.29,0.6666666666666666,0.05405405405405406,6,19.74116965836711
280,84,94,116.48510416666667,9.773809523809524,3.2283691578483236,2,0.015949074074074074,22,26.190476190476193,14,30,50,2296,210,888,821,1991,19730,1995,2019,1,0,1,0,0,0.10091231626964015,0.10547463586137619,3,28.0,7.333333333333333,70.0,21721,7240.333333333333,765.3333333333334,1.0816077953714982,4.666666666666667,0.16666666666666666,20,9.460365853658537
281,184,48,93.48197916666666,4.304347826086956,2.4102479619565216,2,0.025277777777777777,64,34.78260869565217,0,18,30,2176,333,620,791,4685,19193,1995,2019,0,1,0,0,1,0.2440994112436826,0.07107790821771612,3,61.333333333333336,21.333333333333332,111.0,23878,7959.333333333333,725.3333333333334,0.7838179519595448,0.0,0.0,12,10.973345588235293
282,375,46,74.84900462962963,1.9093333333333333,1.0278247222222217,0,0.0,82,21.866666666666667,205,21,26,3054,1272,1262,716,3019,40104,1998,2017,1,0,0,0,1,0.07527927388789148,0.42133156674395494,5,75.0,16.4,254.4,43123,8624.6,610.8,1.7625698324022345,41.0,0.5466666666666666,5,14.120170268500328
283,97,32,40.8993287037037,2.7216494845360826,0.7701763554791903,1,0.0,52,53.608247422680414,7,22,30,1718,141,263,264,2856,1030,1996,2020,0,1,0,0,1,2.7728155339805824,0.04936974789915966,2,48.5,26.0,70.5,3886,1943.0,859.0,0.9962121212121212,3.5,0.07216494845360824,8,2.261932479627474
284,28,22,11.83994212962963,3.6785714285714284,0.7606510416666667,2,0.0019328703703703704,9,32.142857142857146,2,18,24,1351,101,71,116,787,4815,1999,2020,0,1,0,0,1,0.16344755970924196,0.12833545108005082,2,14.0,4.5,50.5,5602,2801.0,675.5,0.6120689655172413,1.0,0.07142857142857142,6,4.146558105107328
285,54,110,34.271203703703705,17.0,3.0163560956790114,6,0.9154513888888889,15,27.77777777777778,2,18,27,1029,101,670,918,2520,8329,1998,2020,0,1,0,0,1,0.30255732981150196,0.04007936507936508,2,27.0,7.5,50.5,10849,5424.5,514.5,0.7298474945533769,1.0,0.037037037037037035,9,10.543245869776483
286,194,38,71.25421296296297,3.9587628865979383,1.6433423420198559,1,0.0,83,42.78350515463917,17,23,43,6644,306,787,769,14909,42171,1982,2018,0,1,0,0,1,0.3535367906855422,0.020524515393386546,4,48.5,20.75,76.5,57080,14270.0,1661.0,1.023407022106632,4.25,0.08762886597938144,20,8.591210114388922
287,1,8,3.043599537037037,8.0,3.043599537037037,8,3.043599537037037,0,0.0,0,19,24,88,1,2,8,452,3723,1996,2020,0,1,0,0,1,0.12140746709642761,0.0022123893805309734,2,0.5,0.0,0.5,4175,2087.5,44.0,0.25,0.0,0.0,5,47.44318181818182
288,11,44,4.961967592592592,7.909090909090909,1.25309132996633,4,0.003912037037037037,5,45.45454545454545,0,19,25,291,26,117,87,366,625,1998,2020,0,1,0,0,1,0.5856,0.07103825136612021,2,5.5,2.5,13.0,991,495.5,145.5,1.3448275862068966,0.0,0.0,6,3.4054982817869415
289,23,40,4.560231481481481,5.173913043478261,0.6579966787439613,2,0.0006597222222222222,9,39.130434782608695,0,20,37,1276,49,80,119,5241,8042,1995,2020,0,1,0,0,1,0.6517035563292713,0.009349360809005915,2,11.5,4.5,24.5,13283,6641.5,638.0,0.6722689075630253,0.0,0.0,17,10.40987460815047
290,173,165,887.2996412037037,10.890173410404625,7.045185720402484,4,0.024305555555555556,32,18.497109826589593,21,30,44,6530,524,2005,1859,2867,85557,1986,2013,1,0,0,0,1,0.033509823860116646,0.18276944541332404,9,19.22222222222222,3.5555555555555554,58.22222222222222,88424,9824.888888888889,725.5555555555555,1.078536847767617,2.3333333333333335,0.12138728323699421,14,13.541194486983155
291,49,45,14.1784375,3.4489795918367347,0.7350160619803476,1,0.0,21,42.857142857142854,10,26,33,1465,144,164,169,20139,17922,1989,2020,0,1,0,0,1,1.1237027117509206,0.007150305377625503,2,24.5,10.5,72.0,38061,19030.5,732.5,0.9704142011834319,5.0,0.20408163265306123,7,25.980204778156995
292,410,15,56.46523148148148,2.2585365853658534,1.6149260106142724,1,0.0,194,47.3170731707317,47,18,1000,2118,672,683,941,14548,25918,2002,2020,0,1,0,0,1,0.5613087429585616,0.04619191641462744,2,205.0,97.0,336.0,40466,20233.0,1059.0,0.7258235919234857,23.5,0.11463414634146342,982,19.10576015108593
293,129,232,15.308414351851852,9.387596899224807,1.029193762561011,3,0.032928240740740744,12,9.30232558139535,39,19,28,2042,275,1263,1224,761,11740,1997,2020,1,0,1,0,0,0.06482112436115843,0.36136662286465177,2,64.5,6.0,137.5,12501,6250.5,1021.0,1.0318627450980393,19.5,0.3023255813953488,9,6.121939275220372
294,339,40,40.753125,5.545722713864307,1.3782875491642093,3,0.05278935185185185,106,31.268436578171094,5,18,30,9015,717,1691,1880,19997,27052,1996,2018,0,1,0,0,1,0.7392059736803194,0.03585537830674601,4,84.75,26.5,179.25,47049,11762.25,2253.75,0.899468085106383,1.25,0.014749262536873156,12,5.2189683860232945
295,45,47,26.20017361111111,3.7333333333333334,1.6213330761316873,1,0.0,24,53.333333333333336,1,18,23,560,50,146,172,6011,15840,2000,2020,0,1,0,0,1,0.3794823232323232,0.008318083513558476,2,22.5,12.0,25.0,21851,10925.5,280.0,0.8488372093023255,0.5,0.022222222222222223,5,39.019642857142856
296,28,21,14.677083333333334,4.428571428571429,0.9526545965608466,1,0.0,12,42.857142857142854,3,18,32,997,76,132,124,1486,1323,2000,2020,0,1,0,0,1,1.1232048374905517,0.05114401076716016,2,14.0,6.0,38.0,2809,1404.5,498.5,1.064516129032258,1.5,0.10714285714285714,14,2.8174523570712138
297,44,289,16.596226851851853,19.045454545454547,1.5954753261784511,3,0.08979166666666667,9,20.454545454545457,1,23,32,2463,68,695,842,2826,16202,1992,2020,0,1,0,0,1,0.17442291075175903,0.024062278839348902,2,22.0,4.5,34.0,19028,9514.0,1231.5,0.8254156769596199,0.5,0.022727272727272728,9,7.72553796183516
298,272,1193,62.39390046296296,12.334558823529411,1.8714295258033766,2,0.0003587962962962963,86,31.61764705882353,34,18,1000,25087,2560,2379,3347,66494,106551,1997,2018,0,1,0,0,1,0.6240579628534693,0.038499714259933225,4,68.0,21.5,640.0,173045,43261.25,6271.75,0.7107857783089334,8.5,0.125,982,6.897795671064695
299,36,46,43.01303240740741,9.972222222222221,3.7763853523662565,5,0.06996527777777778,3,8.333333333333332,1,18,43,1159,81,291,359,8058,1798,1998,2020,0,1,0,0,1,4.4816462736373746,0.010052122114668651,2,18.0,1.5,40.5,9856,4928.0,579.5,0.8105849582172702,0.5,0.027777777777777776,25,8.50388265746333
300,2730,93,1217.8225694444445,4.406227106227107,9.958068706756203,2,0.009074074074074075,1128,41.318681318681314,133,18,32,18181,4089,14031,11485,14216,103954,1994,2014,0,1,0,1,0,0.13675279450526195,0.2876336522228475,8,341.25,141.0,511.125,118170,14771.25,2272.625,1.2216804527644753,16.625,0.04871794871794872,14,6.499642483911776
301,357,41,138.9373263888889,2.946778711484594,2.242785169623405,1,0.0,178,49.85994397759104,39,20,28,10301,1613,964,1055,44561,113047,1992,2020,0,1,0,0,1,0.39418118127858326,0.03619757186777676,2,178.5,89.0,806.5,157608,78804.0,5150.5,0.9137440758293839,19.5,0.1092436974789916,8,15.300262110474712
303,479,185,164.59814814814814,4.968684759916493,2.7968648273795726,1,0.0,83,17.32776617954071,157,25,33,3962,721,3047,1961,2866,128855,1994,2020,1,0,0,0,1,0.022242055023087966,0.2515701325889742,2,239.5,41.5,360.5,131721,65860.5,1981.0,1.5537990821009688,78.5,0.3277661795407098,8,33.24608783442706
304,55,229,35.51677083333333,8.4,2.6975742845117843,2,0.0021180555555555558,25,45.45454545454545,1,18,38,1840,85,416,462,10431,5086,1989,2020,0,1,0,0,1,2.0509241053873377,0.008148787268718243,2,27.5,12.5,42.5,15517,7758.5,920.0,0.9004329004329005,0.5,0.01818181818181818,20,8.433152173913044
305,33,170,49.808564814814815,12.545454545454545,4.791269640852974,2,0.0002546296296296296,4,12.121212121212121,12,23,32,6403,284,370,414,16314,63971,1988,2019,0,1,0,0,1,0.2550218067561864,0.0174083609170038,3,11.0,1.3333333333333333,94.66666666666667,80285,26761.666666666668,2134.3333333333335,0.893719806763285,4.0,0.36363636363636365,9,12.53865375605185
307,104,404,38.260983796296294,26.442307692307693,2.233287482193732,4,0.04626157407407407,40,38.46153846153847,0,23,31,2589,132,2570,2947,5043,47062,1989,2019,0,1,0,0,1,0.10715651693510687,0.026174895895300417,3,34.666666666666664,13.333333333333334,44.0,52105,17368.333333333332,863.0,0.8720732948761453,0.0,0.0,8,20.125531093086135
308,368,183,597.2832986111111,8.472826086956522,3.387779444696055,3,0.028541666666666667,51,13.858695652173914,75,22,27,4401,748,3844,3118,1350,36315,1999,2018,1,0,0,0,1,0.03717472118959108,0.554074074074074,4,92.0,12.75,187.0,37665,9416.25,1100.25,1.232841565105837,18.75,0.20380434782608695,5,8.558282208588958
309,910,142,536.9372685185185,10.2010989010989,7.987120115995099,4,0.048032407407407406,241,26.483516483516485,6,18,21,8353,1286,6277,9303,9238,2708,2000,2019,0,1,0,0,1,3.411373707533235,0.1392076206971206,3,303.3333333333333,80.33333333333333,428.6666666666667,11946,3982.0,2784.3333333333335,0.6747285821777921,2.0,0.006593406593406593,3,1.430144858134802
311,21,71,1.8182523148148149,15.619047619047619,0.24244157848324516,9,0.023206018518518518,2,9.523809523809524,0,24,29,867,25,300,334,1063,20461,1991,2020,0,1,0,0,1,0.05195249499046967,0.023518344308560677,2,10.5,1.0,12.5,21524,10762.0,433.5,0.8982035928143712,0.0,0.0,5,24.825836216839676
312,215,91,113.11452546296296,4.4186046511627906,1.2586127260981914,1,0.0,86,40.0,54,24,29,3541,1091,1162,948,5662,47482,1996,2018,1,0,0,0,1,0.11924518765005686,0.192688096079124,4,53.75,21.5,272.75,53144,13286.0,885.25,1.2257383966244726,13.5,0.25116279069767444,5,15.008189776899181
313,14,170,13.119918981481481,17.785714285714285,1.4303282076719575,5,0.09420138888888889,1,7.142857142857142,5,18,22,2924,97,234,249,7291,6639,1996,2019,0,1,0,0,1,1.098207561379726,0.013304073515292827,3,4.666666666666667,0.3333333333333333,32.333333333333336,13930,4643.333333333333,974.6666666666666,0.9397590361445783,1.6666666666666667,0.35714285714285715,4,4.764021887824898
314,157,22,20.264270833333335,2.4076433121019107,0.49863971455531975,1,0.0,95,60.509554140127385,8,18,22,1667,320,284,381,5085,7795,2000,2019,0,1,0,0,1,0.6523412443874278,0.06293018682399214,3,52.333333333333336,31.666666666666668,106.66666666666667,12880,4293.333333333333,555.6666666666666,0.7454068241469817,2.6666666666666665,0.050955414012738856,4,7.7264547090581885
315,315,47,24.823657407407406,4.495238095238095,1.1024236111111114,1,0.0,154,48.888888888888886,7,18,22,2260,508,1012,1415,10194,6248,2001,2020,0,1,0,0,1,1.631562099871959,0.04983323523641358,2,157.5,77.0,254.0,16442,8221.0,1130.0,0.7151943462897526,3.5,0.022222222222222223,4,7.2752212389380535
316,177,475,138.1143287037037,16.129943502824858,7.326158911383137,4,0.25177083333333333,47,26.55367231638418,0,20,25,14015,190,2512,2846,33421,42571,1997,2016,0,1,0,0,1,0.7850649503182918,0.005685048322910745,6,29.5,7.833333333333333,31.666666666666668,75992,12665.333333333334,2335.8333333333335,0.8826423049894588,0.0,0.0,5,5.4221905101676775
317,49,33,88.96677083333333,5.6938775510204085,3.4462478741496594,1,0.0,19,38.775510204081634,7,20,27,3309,354,254,282,19894,8469,1995,2017,0,1,0,0,1,2.3490376667847443,0.017794309842163465,5,9.8,3.8,70.8,28363,5672.6,661.8,0.900709219858156,1.4,0.14285714285714285,7,8.571471743729223
318,110,12,77.8097337962963,1.9636363636363636,1.0056120580808081,1,0.0,63,57.27272727272727,2,18,22,3289,193,122,216,6883,46577,1999,2019,0,1,0,0,1,0.1477767997080104,0.028040098794130466,3,36.666666666666664,21.0,64.33333333333333,53460,17820.0,1096.3333333333333,0.5648148148148148,0.6666666666666666,0.01818181818181818,4,16.254180602006688
319,10,15,0.851087962962963,2.4,0.08512962962962964,1,0.0,7,70.0,1,18,22,330,21,13,24,4431,2382,1999,2019,0,1,0,0,1,1.8602015113350125,0.004739336492890996,3,3.3333333333333335,2.3333333333333335,7.0,6813,2271.0,110.0,0.5416666666666666,0.3333333333333333,0.1,4,20.645454545454545
320,464,36,622.4665277777777,4.495689655172414,3.9739801594428563,2,6.944444444444444e-05,56,12.068965517241379,16,18,29,26280,888,1509,2088,45068,49559,1997,2016,0,1,0,0,1,0.9093807381101313,0.019703559066299815,6,77.33333333333333,9.333333333333334,148.0,94627,15771.166666666666,4380.0,0.7227011494252874,2.6666666666666665,0.034482758620689655,11,3.6007229832572296
321,1413,96,131.2453125,3.40481245576787,0.8198362592068359,2,0.0021875,410,29.016277423920734,253,18,30,7599,2820,5591,4852,33559,89969,1997,2019,0,1,0,0,1,0.37300625771098933,0.08403110938943353,3,471.0,136.66666666666666,940.0,123528,41176.0,2533.0,1.152308326463314,84.33333333333333,0.17905166312809626,12,16.255823134622975
