,nrOfConversations,longestConversation,longestConversationInDays,averageConversationLength,averageConversationLengthInDays,medianConversationLength,medianConversationLengthInDays,nrOfOneMessageConversations,percentOfOneMessageConversations,nrOfGhostingsAfterInitialMessage,ageFilterMin,ageFilterMax,appOpens,matches,messagesReceived,messagesSent,swipeLikes,swipePasses,birthYear,createYear,F,M,bisexual,gay,straight,swipeRatio,successRate,accountAge,averagenrofConversations_annual,averagenrofOneMessageConversations_annual,averageMatches_annual,totalSwipes,averageSwipes_annual,averageappOpens_annual,messagesRatio,averagenrOfGhostingsAfterInitialMessage_annual,ghostingPercentage,ageFilterRange,swipesPerappOpen
627,6,135,13.576319444444444,70.0,4.351662808641976,59,1.0943171296296297,0,0.0,0,23,28,1916,17,365,451,8728,93642,1995,2019,0,1,0,0,1,0.09320604002477521,0.0019477543538038496,3,2.0,0.0,5.666666666666667,102370,34123.333333333336,638.6666666666666,0.8093126385809313,0.0,0.0,5,53.42901878914405
628,45,32,11.855914351851851,3.6222222222222222,0.9198870884773664,1,0.0,24,53.333333333333336,0,21,24,1191,92,124,157,2122,1666,1996,2020,0,1,0,0,1,1.2737094837935174,0.043355325164938736,2,22.5,12.0,46.0,3788,1894.0,595.5,0.7898089171974523,0.0,0.0,3,3.1805205709487825
629,21,139,7.005092592592592,14.333333333333334,1.2827336860670195,3,0.1322222222222222,7,33.33333333333333,0,18,30,1243,63,281,232,1275,5393,1989,2020,0,1,0,0,1,0.23641757834229557,0.04941176470588235,2,10.5,3.5,31.5,6668,3334.0,621.5,1.2112068965517242,0.0,0.0,12,5.364440868865648
630,332,148,49.899097222222224,6.364457831325301,1.810505494199018,2,0.008854166666666666,125,37.65060240963856,3,20,35,3506,534,1609,2113,8435,10263,1994,2019,0,1,0,0,1,0.8218844392477833,0.06330764671013633,3,110.66666666666667,41.666666666666664,178.0,18698,6232.666666666667,1168.6666666666667,0.7614765735920492,1.0,0.009036144578313253,15,5.333143183114661
631,23,61,139.01636574074075,6.869565217391305,15.849488224637682,2,0.01814814814814815,7,30.434782608695656,0,18,20,2485,36,161,169,13030,22094,1987,2015,0,1,0,0,1,0.5897528740834616,0.002762854950115119,7,3.2857142857142856,1.0,5.142857142857143,35124,5017.714285714285,355.0,0.9526627218934911,0.0,0.0,2,14.13440643863179
632,79,110,8.518865740740742,6.443037974683544,0.3561842182372245,2,0.0008796296296296296,31,39.24050632911392,8,18,30,750,243,614,516,718,8463,2002,2020,1,0,0,0,1,0.0848398912915042,0.3384401114206128,2,39.5,15.5,121.5,9181,4590.5,375.0,1.189922480620155,4.0,0.10126582278481013,12,12.241333333333333
633,56,49,92.04013888888889,6.660714285714286,2.396740658068783,1,0.0,7,12.5,25,18,36,2352,654,425,376,5808,29525,1993,2020,0,1,0,0,1,0.1967146486028789,0.11260330578512397,2,28.0,3.5,327.0,35333,17666.5,1176.0,1.1303191489361701,12.5,0.44642857142857145,18,15.022534013605442
634,7,60,5.0488888888888885,17.285714285714285,0.9052546296296295,3,0.003923611111111111,2,28.57142857142857,0,18,37,280,11,97,121,2627,248,1993,2020,0,1,0,0,1,10.59274193548387,0.004187285877426722,2,3.5,1.0,5.5,2875,1437.5,140.0,0.8016528925619835,0.0,0.0,19,10.267857142857142
635,4,3,0.7458449074074074,1.75,0.24588541666666666,2,0.1438310185185185,0,0.0,1,18,30,1788,46,12,7,20758,26776,1994,2019,0,1,0,0,1,0.7752464893934867,0.002216013103381829,3,1.3333333333333333,0.0,15.333333333333334,47534,15844.666666666666,596.0,1.7142857142857142,0.3333333333333333,0.25,12,26.585011185682326
636,27,74,9.841979166666667,7.518518518518518,1.7143599965706446,2,0.08912037037037036,13,48.148148148148145,0,21,26,1337,38,143,167,5807,18134,1998,2021,0,1,0,0,1,0.32022719752950257,0.006543826416394007,1,27.0,13.0,38.0,23941,23941.0,1337.0,0.8562874251497006,0.0,0.0,5,17.906507105459983
637,245,72,24.544583333333332,6.408163265306122,0.9096425736961455,2,0.044895833333333336,93,37.95918367346939,6,23,30,6227,388,1964,1569,67825,3725,1991,2016,0,1,0,0,1,18.20805369127517,0.005720604496866937,6,40.833333333333336,15.5,64.66666666666667,71550,11925.0,1037.8333333333333,1.2517527087316762,1.0,0.024489795918367346,7,11.490284246025373
638,17,278,9.875787037037037,23.352941176470587,1.5653608387799565,3,0.0013078703703703703,2,11.76470588235294,2,18,31,1256,152,223,324,1877,4239,1995,2021,0,1,0,0,1,0.4427931115829205,0.08098028769312733,1,17.0,2.0,152.0,6116,6116.0,1256.0,0.6882716049382716,2.0,0.11764705882352941,13,4.869426751592357
639,84,188,51.810763888888886,9.476190476190476,4.077880979938271,1,0.0,32,38.095238095238095,12,21,30,7817,473,932,876,75458,16808,1994,2016,0,1,0,0,1,4.489409804854831,0.006268387712369795,6,14.0,5.333333333333333,78.83333333333333,92266,15377.666666666666,1302.8333333333333,1.0639269406392695,2.0,0.14285714285714285,9,11.80324932838685
640,96,544,391.9446527777778,11.479166666666666,10.716921055169749,1,0.0,44,45.83333333333333,9,25,35,2483,128,1034,1136,9461,19554,1984,2019,0,1,0,0,1,0.48383962360642324,0.01352922524046084,3,32.0,14.666666666666666,42.666666666666664,29015,9671.666666666666,827.6666666666666,0.9102112676056338,3.0,0.09375,10,11.685461135722916
641,2335,1108,1524.7293981481482,10.573019271948608,13.638172198429709,3,0.023368055555555555,636,27.237687366167023,168,24,28,24624,4956,7874,7702,13921,365268,1994,2015,1,0,0,0,1,0.03811174261090487,0.35600890740607716,7,333.57142857142856,90.85714285714286,708.0,379189,54169.857142857145,3517.714285714286,1.0223318618540638,24.0,0.07194860813704497,4,15.399163417803768
642,52,81,9.972789351851851,10.673076923076923,1.0898562143874644,4,0.2395949074074074,15,28.846153846153843,1,24,31,2252,75,554,491,1946,11666,1992,2021,0,1,0,0,1,0.16680953197325563,0.03854059609455293,1,52.0,15.0,75.0,13612,13612.0,2252.0,1.1283095723014256,1.0,0.019230769230769232,7,6.0444049733570155
643,71,737,75.52387731481481,52.50704225352113,6.661733176838813,5,0.020150462962962964,7,9.859154929577464,1,25,40,2851,77,2424,3520,6867,11390,1984,2020,0,1,0,0,1,0.6028972783143108,0.011213047910295617,2,35.5,3.5,38.5,18257,9128.5,1425.5,0.6886363636363636,0.5,0.014084507042253521,15,6.403717993686426
644,52,145,13.649618055555555,19.865384615384617,1.4572137642450147,5,0.004733796296296297,8,15.384615384615385,0,22,48,1550,52,720,1041,4501,10913,1984,2020,0,1,0,0,1,0.4124438742783836,0.011552988224838925,2,26.0,4.0,26.0,15414,7707.0,775.0,0.69164265129683,0.0,0.0,26,9.944516129032259
645,538,83,1966.6410416666668,5.553903345724907,7.1187458694754255,2,0.00010416666666666667,97,18.029739776951672,144,19,24,5929,1764,2882,2724,4708,20597,1999,2014,0,1,0,1,0,0.22857697722969364,0.3746813933729822,8,67.25,12.125,220.5,25305,3163.125,741.125,1.0580029368575623,18.0,0.26765799256505574,5,4.268004722550177
647,41,104,14.44548611111111,17.48780487804878,1.5763208559168929,5,0.2059375,7,17.073170731707318,0,18,42,1189,49,652,699,3332,8509,1991,2020,0,1,0,0,1,0.3915853801856857,0.014705882352941176,2,20.5,3.5,24.5,11841,5920.5,594.5,0.932761087267525,0.0,0.0,24,9.95878889823381
648,9,15,3.0042939814814815,6.0,0.7717322530864199,4,0.009421296296296296,2,22.22222222222222,0,18,21,1949,82,34,58,6829,17610,2000,2020,0,1,0,0,1,0.3877910278250994,0.01200761458485869,2,4.5,1.0,41.0,24439,12219.5,974.5,0.5862068965517241,0.0,0.0,3,12.539250897896357
650,535,167,292.1504861111111,6.54018691588785,3.497255473347178,2,0.004594907407407408,208,38.87850467289719,22,18,1000,13522,1084,2280,2951,71438,12650,1988,2015,0,1,0,0,1,5.647272727272727,0.015173997032391725,7,76.42857142857143,29.714285714285715,154.85714285714286,84088,12012.57142857143,1931.7142857142858,0.7726194510335479,3.142857142857143,0.041121495327102804,982,6.2186067149829904
651,80,29,13.073472222222222,4.35,0.9114072627314815,1,0.0,33,41.25,8,20,35,3304,307,434,358,3661,22166,1998,2019,0,1,0,1,0,0.16516286204096364,0.08385686970773013,3,26.666666666666668,11.0,102.33333333333333,25827,8609.0,1101.3333333333333,1.2122905027932962,2.6666666666666665,0.1,15,7.816888619854722
652,82,114,70.24306712962964,14.146341463414634,2.0783012929087628,4,0.03512731481481481,33,40.243902439024396,0,27,37,2726,130,1360,1159,415,34593,1988,2019,1,0,0,0,1,0.01199664672043477,0.3132530120481928,3,27.333333333333332,11.0,43.333333333333336,35008,11669.333333333334,908.6666666666666,1.173425366695427,0.0,0.0,10,12.842259721203229
653,809,444,198.39097222222222,6.8244746600741655,1.924995893993499,3,0.09177083333333333,296,36.58838071693449,13,18,27,11946,1905,6052,5527,60169,96673,1996,2017,0,1,0,0,1,0.6223971532899568,0.03166082201798268,5,161.8,59.2,381.0,156842,31368.4,2389.2,1.0949882395512935,2.6,0.016069221260815822,9,13.129248283944417
654,628,73,496.5527083333333,6.998407643312102,25.78377145258315,3,1.791550925925926,205,32.64331210191082,2,20,32,17541,835,5604,4406,26377,75258,1992,2018,0,1,0,0,1,0.35048765579739033,0.0316563672896842,4,157.0,51.25,208.75,101635,25408.75,4385.25,1.2719019518837948,0.5,0.0031847133757961785,12,5.794139444729491
655,16,133,8.803217592592592,27.8125,1.4886161747685183,3,0.21987268518518518,2,12.5,0,21,32,183,15,372,360,1467,804,1992,2021,0,1,0,0,1,1.8246268656716418,0.010224948875255624,1,16.0,2.0,15.0,2271,2271.0,183.0,1.0333333333333334,0.0,0.0,11,12.40983606557377
656,21,11,0.4309027777777778,0.6190476190476191,0.02064484126984127,0,0.0,0,0.0,19,18,24,6206,286,37,14,27291,28914,1998,2020,0,1,0,0,1,0.9438680224112886,0.010479645304312777,2,10.5,0.0,143.0,56205,28102.5,3103.0,2.642857142857143,9.5,0.9047619047619048,6,9.056558169513375
657,93,43,25.26619212962963,3.903225806451613,0.8860798735563521,0,0.0,7,7.526881720430108,49,21,38,468,226,626,361,390,19125,1991,2016,1,0,0,0,1,0.0203921568627451,0.5794871794871795,6,15.5,1.1666666666666667,37.666666666666664,19515,3252.5,78.0,1.734072022160665,8.166666666666666,0.5268817204301075,17,41.69871794871795
658,39,79,11.857210648148149,8.333333333333334,1.7511155626780635,4,0.6388078703703703,7,17.94871794871795,0,18,35,571,45,341,284,1390,1223,1995,2021,0,1,0,0,1,1.1365494685200328,0.03237410071942446,1,39.0,7.0,45.0,2613,2613.0,571.0,1.2007042253521127,0.0,0.0,17,4.576182136602452
659,167,64,11.088055555555556,3.6347305389221556,0.5854578343313372,1,0.0,18,10.778443113772456,76,18,22,1204,235,648,503,444,23825,2003,2021,1,0,1,0,0,0.01863588667366212,0.5292792792792793,1,167.0,18.0,235.0,24269,24269.0,1204.0,1.2882703777335984,76.0,0.4550898203592814,4,20.156976744186046
660,28,13,13.978483796296297,2.75,0.8235577876984127,1,0.0,17,60.71428571428571,2,18,23,987,36,48,66,3388,14605,2002,2021,0,1,0,0,1,0.23197535090722354,0.010625737898465172,1,28.0,17.0,36.0,17993,17993.0,987.0,0.7272727272727273,2.0,0.07142857142857142,5,18.229989868287742
661,10,7,18.655578703703704,3.0,2.8917719907407404,4,0.001979166666666667,4,40.0,0,18,22,982,14,10,31,1777,1790,2000,2021,0,1,0,0,1,0.9927374301675977,0.007878446820483961,1,10.0,4.0,14.0,3567,3567.0,982.0,0.3225806451612903,0.0,0.0,4,3.6323828920570267
662,7,10,0.9341550925925926,2.5714285714285716,0.2580191798941799,1,0.0,4,57.14285714285714,1,19,30,572,15,15,18,4500,4543,1993,2021,0,1,0,0,1,0.9905348888399735,0.0033333333333333335,1,7.0,4.0,15.0,9043,9043.0,572.0,0.8333333333333334,1.0,0.14285714285714285,11,15.80944055944056
664,36,413,20.008391203703702,24.88888888888889,2.763372235082304,7,1.0444560185185185,7,19.444444444444446,0,22,26,2215,69,1108,896,4359,28880,1992,2019,0,1,0,0,1,0.15093490304709142,0.015829318651066758,3,12.0,2.3333333333333335,23.0,33239,11079.666666666666,738.3333333333334,1.2366071428571428,0.0,0.0,4,15.006320541760722
666,159,43,69.80402777777778,3.8679245283018866,2.297254178313534,1,0.0,35,22.0125786163522,53,20,32,4483,303,444,514,8177,5767,1994,2016,0,1,1,0,0,1.4178949193688226,0.03705515470221352,6,26.5,5.833333333333333,50.5,13944,2324.0,747.1666666666666,0.8638132295719845,8.833333333333334,0.3333333333333333,12,3.110417131385233
670,25,77,4.874479166666666,6.36,0.7242027777777779,2,0.01611111111111111,5,20.0,1,18,24,136,15,1,9,335,3598,2002,2021,0,1,0,0,1,0.09310728182323513,0.04477611940298507,1,25.0,5.0,15.0,3933,3933.0,136.0,0.1111111111111111,1.0,0.04,6,28.919117647058822
671,20,25,4.96818287037037,6.2,0.8869652777777779,2,0.008391203703703705,5,25.0,3,18,26,196,13,45,73,447,440,1999,2021,0,1,0,0,1,1.0159090909090909,0.029082774049217,1,20.0,5.0,13.0,887,887.0,196.0,0.6164383561643836,3.0,0.15,8,4.525510204081633
674,47,289,13.133726851851852,21.829787234042552,1.411889529156816,4,0.03855324074074074,5,10.638297872340425,4,27,37,4782,107,1194,943,5865,22182,1988,2020,0,1,0,0,1,0.2644035704625372,0.01824381926683717,2,23.5,2.5,53.5,28047,14023.5,2391.0,1.266171792152704,2.0,0.0851063829787234,10,5.865119196988708
675,59,115,30.882685185185185,8.35593220338983,1.7255092592592591,1,0.0,18,30.508474576271187,15,24,35,1958,205,658,497,624,23392,1996,2019,1,0,0,0,1,0.02667578659370725,0.328525641025641,3,19.666666666666668,6.0,68.33333333333333,24016,8005.333333333333,652.6666666666666,1.323943661971831,5.0,0.2542372881355932,11,12.265577119509704
680,135,178,148.83850694444445,24.20740740740741,7.917757801783266,14,0.09246527777777777,11,8.148148148148149,1,23,37,4426,226,3227,3124,2078,5743,1992,2019,0,1,0,0,1,0.3618317952289744,0.10875842155919153,3,45.0,3.6666666666666665,75.33333333333333,7821,2607.0,1475.3333333333333,1.0329705505761844,0.3333333333333333,0.007407407407407408,14,1.7670582919114324
681,129,170,120.90945601851851,12.434108527131784,2.8624142262417465,4,0.11498842592592592,32,24.8062015503876,2,18,20,1826,266,1431,1486,4907,13939,2002,2020,0,1,0,0,1,0.3520338618265299,0.05420827389443652,2,64.5,16.0,133.0,18846,9423.0,913.0,0.9629878869448183,1.0,0.015503875968992248,2,10.32092004381161
684,540,86,296.152349537037,4.224074074074074,7.920826731824418,2,0.010081018518518519,225,41.66666666666667,3,18,22,24155,925,1861,2358,37295,21511,1999,2019,0,1,0,0,1,1.7337641206824415,0.024802252312642447,3,180.0,75.0,308.3333333333333,58806,19602.0,8051.666666666667,0.7892281594571671,1.0,0.005555555555555556,4,2.4345270130407783
686,24,168,11.901342592592593,24.458333333333332,2.9731727430555552,13,1.5282407407407408,3,12.5,0,26,34,1789,146,531,601,1469,2264,1990,2020,0,1,0,0,1,0.648851590106007,0.09938733832539143,2,12.0,1.5,73.0,3733,1866.5,894.5,0.8835274542429284,0.0,0.0,8,2.0866405813303524
687,180,124,22.150659722222223,6.794444444444444,1.4627357896090527,2,0.0007060185185185185,72,40.0,4,18,37,6194,166,1429,1064,13513,21050,1977,2020,0,1,0,0,1,0.6419477434679335,0.01228446680973877,2,90.0,36.0,83.0,34563,17281.5,3097.0,1.343045112781955,2.0,0.022222222222222223,19,5.5800774943493705
688,26,10,10.466759259259259,2.769230769230769,0.6575498575498574,1,0.0,14,53.84615384615385,0,18,35,233,23,17,24,276,515,1998,2020,0,1,0,0,1,0.5359223300970873,0.08333333333333333,2,13.0,7.0,11.5,791,395.5,116.5,0.7083333333333334,0.0,0.0,17,3.3948497854077253
690,96,59,4.844976851851852,1.3125,0.20904646508487654,0,0.0,29,30.208333333333332,54,18,32,1550,403,70,36,17243,9316,2001,2020,0,1,0,0,1,1.8509016745384286,0.023371803050513253,2,48.0,14.5,201.5,26559,13279.5,775.0,1.9444444444444444,27.0,0.5625,14,17.13483870967742
691,71,68,9.997997685185185,8.183098591549296,1.4559120696400627,3,0.20886574074074074,21,29.577464788732392,1,20,28,2195,162,513,461,2919,8536,1998,2020,0,1,0,0,1,0.3419634489222118,0.05549845837615622,2,35.5,10.5,81.0,11455,5727.5,1097.5,1.1127982646420824,0.5,0.014084507042253521,8,5.218678815489749
692,343,767,1138.0099421296297,11.26530612244898,24.48707678706404,2,0.16615740740740742,115,33.52769679300292,13,18,29,13619,823,4364,3808,54437,24845,1994,2015,0,1,0,0,1,2.191064600523244,0.015118393739552143,7,49.0,16.428571428571427,117.57142857142857,79282,11326.0,1945.5714285714287,1.1460084033613445,1.8571428571428572,0.037900874635568516,11,5.82142594904178
695,18,13,1.7013194444444444,1.7222222222222223,0.1486670524691358,1,0.0,14,77.77777777777779,1,18,1000,211,31,6,13,11636,2894,1996,2021,0,1,0,0,1,4.020732550103663,0.00266414575455483,1,18.0,14.0,31.0,14530,14530.0,211.0,0.46153846153846156,1.0,0.05555555555555555,982,68.86255924170617
696,57,23,11.29199074074074,3.7017543859649122,1.0411710120207927,1,0.0,26,45.614035087719294,3,21,27,1716,43,96,114,2861,30360,1996,2020,0,1,0,0,1,0.09423583662714098,0.015029709891646278,2,28.5,13.0,21.5,33221,16610.5,858.0,0.8421052631578947,1.5,0.05263157894736842,6,19.35955710955711
697,458,626,189.00402777777776,17.74454148471616,1.902131701843765,2,0.004594907407407408,98,21.397379912663755,104,18,22,10053,1221,8291,8121,2540,68483,2000,2019,1,0,0,0,1,0.03708949666340552,0.4807086614173228,3,152.66666666666666,32.666666666666664,407.0,71023,23674.333333333332,3351.0,1.020933382588351,34.666666666666664,0.22707423580786026,4,7.064856261812395
701,1325,17,31.95747685185185,0.5615094339622642,0.06404348357791755,0,0.0,212,16.0,988,20,35,2458,2451,2653,689,5077,4643,2001,2020,1,0,0,1,0,1.0934740469524014,0.48276541264526296,2,662.5,106.0,1225.5,9720,4860.0,1229.0,3.8505079825834545,494.0,0.7456603773584906,15,3.954434499593165
702,53,322,70.93188657407407,18.67924528301887,4.567927367225717,3,0.24579861111111112,14,26.41509433962264,1,22,29,1227,49,532,679,844,5762,1992,2021,0,1,0,0,1,0.14647691773689692,0.058056872037914695,1,53.0,14.0,49.0,6606,6606.0,1227.0,0.7835051546391752,1.0,0.018867924528301886,7,5.383863080684597
703,19,10,3.5271296296296297,2.6315789473684212,0.3541624025341131,2,0.0010879629629629629,7,36.84210526315789,2,20,25,2536,23,48,65,5512,22743,1998,2020,0,1,0,0,1,0.24236028668161633,0.0041727140783744555,2,9.5,3.5,11.5,28255,14127.5,1268.0,0.7384615384615385,1.0,0.10526315789473684,5,11.141561514195583
704,378,47,153.06201388888888,3.4206349206349205,8.034738389182833,2,0.06479166666666666,136,35.978835978835974,12,18,28,12873,442,881,1262,20042,19468,2002,2020,0,1,0,0,1,1.0294842818985002,0.022053687256760802,2,189.0,68.0,221.0,39510,19755.0,6436.5,0.6980982567353408,6.0,0.031746031746031744,10,3.0692146352831506
706,41,112,184.75435185185185,7.7317073170731705,8.158564532520327,2,0.0002199074074074074,19,46.34146341463415,0,18,29,1635,40,219,303,9135,4833,1990,2014,0,1,0,0,1,1.8901303538175047,0.004378762999452655,8,5.125,2.375,5.0,13968,1746.0,204.375,0.7227722772277227,0.0,0.0,11,8.543119266055045
707,11,3,1.1075231481481482,1.2727272727272727,0.21693076599326602,1,0.0,7,63.63636363636363,1,28,46,892,31,25,18,10394,24725,1979,2019,0,1,0,0,1,0.42038422649140544,0.0029824898980180875,3,3.6666666666666665,2.3333333333333335,10.333333333333334,35119,11706.333333333334,297.3333333333333,1.3888888888888888,0.3333333333333333,0.09090909090909091,18,39.37107623318386
708,16,14,53.49474537037037,2.6875,4.277258391203703,1,0.0,9,56.25,1,18,32,3511,58,26,43,8638,21017,1996,2019,0,1,0,0,1,0.41100061854689063,0.006714517249363279,3,5.333333333333333,3.0,19.333333333333332,29655,9885.0,1170.3333333333333,0.6046511627906976,0.3333333333333333,0.0625,14,8.446311592138992
710,745,220,1804.3598958333334,7.006711409395973,17.5865346290082,3,0.037349537037037035,157,21.073825503355707,116,25,40,5942,1388,4018,3210,1937,46263,1996,2015,1,0,0,0,1,0.0418693124094849,0.7165720185854414,7,106.42857142857143,22.428571428571427,198.28571428571428,48200,6885.714285714285,848.8571428571429,1.2517133956386293,16.571428571428573,0.15570469798657718,15,8.11174688657018
711,67,263,61.41846064814815,12.074626865671641,3.365334093421779,3,0.3194212962962963,9,13.432835820895523,5,18,1000,12035,279,850,729,14359,347049,1990,2018,0,1,0,0,1,0.04137456094096223,0.019430322445852775,4,16.75,2.25,69.75,361408,90352.0,3008.75,1.1659807956104253,1.25,0.07462686567164178,982,30.029746572496883
712,20,1220,74.55962962962963,87.75,12.693594907407409,11,3.1103125,4,20.0,1,20,40,1178,36,1806,1714,1441,4828,1989,2021,0,1,0,0,1,0.2984672742336371,0.02498265093684941,1,20.0,4.0,36.0,6269,6269.0,1178.0,1.0536756126021003,1.0,0.05,20,5.3217317487266556
713,32,178,20.825266203703702,34.125,2.3497211371527778,19,0.13918981481481482,4,12.5,1,23,33,917,83,239,321,405,1748,1990,2021,0,1,0,0,1,0.2316933638443936,0.20493827160493827,1,32.0,4.0,83.0,2153,2153.0,917.0,0.7445482866043613,1.0,0.03125,10,2.3478735005452562
714,6,33,2.835335648148148,8.5,1.133227237654321,6,1.5606828703703703,2,33.33333333333333,0,23,40,3014,15,91,72,1189,19922,1992,2020,0,1,0,0,1,0.059682762774821804,0.012615643397813289,2,3.0,1.0,7.5,21111,10555.5,1507.0,1.2638888888888888,0.0,0.0,17,7.0043132050431325
715,285,63,96.63081018518518,5.831578947368421,2.1296793778427556,3,0.10600694444444445,79,27.719298245614034,8,18,36,1521,124,181,265,5130,9430,1993,2020,0,1,0,0,1,0.5440084835630965,0.024171539961013646,2,142.5,39.5,62.0,14560,7280.0,760.5,0.6830188679245283,4.0,0.028070175438596492,18,9.572649572649572
716,177,475,353.0635300925926,37.836158192090394,10.360783375183091,16,0.6532523148148148,40,22.598870056497177,4,18,1000,16986,277,4688,6946,8486,25689,1989,2019,0,1,0,0,1,0.33033594145354045,0.0326419985859062,3,59.0,13.333333333333334,92.33333333333333,34175,11391.666666666666,5662.0,0.674920817736827,1.3333333333333333,0.022598870056497175,982,2.011951018485812
718,45,252,95.06893518518518,19.333333333333332,6.033210133744856,6,1.0122337962962964,5,11.11111111111111,7,27,44,950,118,802,541,358,9458,1988,2020,1,0,0,0,1,0.037851554239797,0.329608938547486,2,22.5,2.5,59.0,9816,4908.0,475.0,1.4824399260628467,3.5,0.15555555555555556,17,10.33263157894737
719,3,21,1.9980671296296297,9.666666666666666,1.4226697530864199,5,1.831099537037037,0,0.0,0,23,33,661,24,36,29,1553,8054,1994,2019,0,1,0,0,1,0.19282344176806557,0.015453960077269801,3,1.0,0.0,8.0,9607,3202.3333333333335,220.33333333333334,1.2413793103448276,0.0,0.0,10,14.534039334341907
720,2,1,0.0,1.0,0.0,1,0.0,2,100.0,0,21,31,1203,6,1,2,1138,22722,1994,2020,0,1,0,0,1,0.050083619399700734,0.005272407732864675,2,1.0,1.0,3.0,23860,11930.0,601.5,0.5,0.0,0.0,10,19.833748960931008
721,6,9,1.5031712962962962,3.3333333333333335,0.5351890432098765,3,0.34769675925925925,2,33.33333333333333,0,18,30,326,8,14,20,474,7877,1997,2018,0,1,0,0,1,0.06017519360162498,0.016877637130801686,4,1.5,0.5,2.0,8351,2087.75,81.5,0.7,0.0,0.0,12,25.616564417177916
722,45,152,17.889664351851852,8.577777777777778,1.4411656378600826,2,0.031087962962962963,16,35.55555555555556,2,18,35,3100,110,299,314,6006,39426,1994,2018,0,1,0,0,1,0.15233602191447268,0.018315018315018316,4,11.25,4.0,27.5,45432,11358.0,775.0,0.9522292993630573,0.5,0.044444444444444446,17,14.655483870967743
725,15,163,18.885324074074074,13.2,1.5578364197530865,0,0.0,1,6.666666666666667,9,21,30,979,48,16,12,5662,1146,1993,2021,0,1,0,0,1,4.940663176265271,0.008477569763334511,1,15.0,1.0,48.0,6808,6808.0,979.0,1.3333333333333333,9.0,0.6,9,6.954034729315628
726,163,178,29.89033564814815,7.552147239263804,1.257040019313793,2,0.0006018518518518519,57,34.96932515337423,4,19,24,3737,109,649,885,6407,8176,1998,2020,0,1,0,0,1,0.7836350293542075,0.017012642422350555,2,81.5,28.5,54.5,14583,7291.5,1868.5,0.7333333333333333,2.0,0.024539877300613498,5,3.902328070644902
727,49,138,14.570081018518518,21.306122448979593,2.5235766250944813,5,0.5563425925925926,4,8.16326530612245,2,18,22,295,22,127,184,1272,4367,1995,2021,0,1,0,0,1,0.29127547515456836,0.01729559748427673,1,49.0,4.0,22.0,5639,5639.0,295.0,0.6902173913043478,2.0,0.04081632653061224,4,19.115254237288134
729,145,478,292.3641666666667,19.96551724137931,10.57969045338442,2,0.023217592592592592,58,40.0,1,21,24,4864,254,2770,3044,19052,19330,1996,2016,0,1,0,0,1,0.9856182100362132,0.01333193365525929,6,24.166666666666668,9.666666666666666,42.333333333333336,38382,6397.0,810.6666666666666,0.9099868593955321,0.16666666666666666,0.006896551724137931,3,7.8910361842105265
730,946,133,1113.0860185185186,8.206131078224102,9.96105177257067,3,0.09042824074074074,315,33.298097251585624,66,20,25,9285,3395,4965,5372,16500,10402,1992,2013,0,1,0,0,1,1.5862334166506442,0.20575757575757575,9,105.11111111111111,35.0,377.22222222222223,26902,2989.1111111111113,1031.6666666666667,0.9242367833209233,7.333333333333333,0.06976744186046512,5,2.897361335487345
731,171,112,18.713333333333335,2.4502923976608186,0.6782630089885208,0,0.0,21,12.280701754385964,116,18,29,1589,291,483,372,11248,5844,1995,2020,0,1,0,0,1,1.9247091033538672,0.02587126600284495,2,85.5,10.5,145.5,17092,8546.0,794.5,1.2983870967741935,58.0,0.6783625730994152,11,10.75645059786029
732,12,37,2.04625,6.75,0.5862885802469137,2,0.00017361111111111112,2,16.666666666666664,4,18,33,1759,113,43,48,1493,21411,1996,2020,0,1,0,0,1,0.06973051235346317,0.07568653717347622,2,6.0,1.0,56.5,22904,11452.0,879.5,0.8958333333333334,2.0,0.3333333333333333,15,13.02103467879477
733,179,78,249.32630787037036,1.8435754189944134,3.4967636561142164,1,0.0,59,32.960893854748605,81,26,47,2024,429,280,247,7913,4653,1969,2013,0,1,0,0,1,1.7006232538147432,0.054214583596613165,9,19.88888888888889,6.555555555555555,47.666666666666664,12566,1396.2222222222222,224.88888888888889,1.1336032388663968,9.0,0.45251396648044695,21,6.208498023715415
735,1460,89,1330.3545717592592,3.441095890410959,7.206556594051245,1,0.0,550,37.67123287671233,271,18,33,18781,4114,3630,3349,113065,41792,1994,2013,0,1,0,0,1,2.7054220903522204,0.03638614955998762,9,162.22222222222223,61.111111111111114,457.1111111111111,154857,17206.333333333332,2086.777777777778,1.0839056434756644,30.11111111111111,0.18561643835616437,15,8.245407592779937
736,1129,151,345.11625,4.224977856510186,1.6361135407440215,1,0.0,233,20.637732506643047,443,20,28,6995,1195,4374,2516,2816,85172,2000,2020,1,0,1,0,0,0.033062508805710794,0.42436079545454547,2,564.5,116.5,597.5,87988,43994.0,3497.5,1.7384737678855327,221.5,0.39238263950398583,8,12.578699070764833
738,342,463,785.52125,9.125730994152047,7.393179452295865,2,0.007719907407407407,107,31.28654970760234,49,18,30,21488,2304,3029,2923,134734,169152,1995,2015,0,1,0,0,1,0.7965262012864169,0.01710036071073374,7,48.857142857142854,15.285714285714286,329.14285714285717,303886,43412.28571428572,3069.714285714286,1.0362641122134792,7.0,0.14327485380116958,12,14.142125837676844
